player,player_id,team,nationality,pos,overall,market_value,transfer_open,pace_score,shoot_score,pass_score,dribble_score,defense_score,physic_score,goals,xg_total,assists,key_passes,passes_total,pass_completion,dribbles_total,dribbles_won,pressures,progressive_passes,formations,best_formation,strengths,weaknesses,systems,competitions
Ángel Fabián Di María Hernández,2995.0,Argentina,AR,RW,70,20-40M€,71,79,58,63,87,67,66,1.0,0.550117912,1,11,168.0,0.7678571428571429,23.0,14.0,52.0,69.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Dribble efficace', 'Passes progressives', 'Passes clés']","['Jeu de passe', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']","['FIFA World Cup 2022', 'Copa America 2024']"
Nahuel Molina Lucero,29201.0,Argentina,AR,RB,69,20-30M€,15,58,85,65,49,77,67,1.0,0.43442267,0,1,235.0,0.7659574468085106,5.0,0.0,57.0,66.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Finition', 'Passes progressives']",['Dribble'],"['Piston offensif', 'Débordement', 'Centres']","['FIFA World Cup 2022', 'Copa America 2024']"
Gerard Piqué Bernabéu,5213.0,Barcelona,EU,CB,69,20-30M€,36,66,42,83,71,58,78,0.0,0.25745886500000004,0,1,330.0,0.9454545454545454,1.0,1.0,25.0,168.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Passe de qualité', 'Précision passe', 'Passes progressives']","['Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['La Liga 2020/21']
Manuel Ugarte Ribeiro,36659.0,Uruguay,EU,CDM,69,20-30M€,18,56,58,68,65,84,62,1.0,0.9113459629999999,0,2,154.0,0.8896103896103896,3.0,2.0,69.0,72.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Pressing intense', 'Précision passe', 'Passes progressives']",['Finition'],"['Double pivot', 'Récupération', 'Bloc bas']",['Copa America 2024']
Toni Kroos,5574.0,Germany,DE,CDM,69,20-30M€,12,59,58,69,69,91,50,1.0,0.600701029,0,8,203.0,0.8571428571428571,4.0,3.0,83.0,86.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Pressing intense', 'Passes progressives', 'Passes clés']",['Finition'],"['Double pivot', 'Récupération', 'Bloc bas']",['UEFA Euro 2024']
Rodrigo Bentancur Colmán,5260.0,Uruguay,EU,CDM,68,20-30M€,36,60,86,63,65,77,59,3.0,1.7020066269999998,0,1,136.0,0.7941176470588235,6.0,3.0,57.0,70.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Finition', 'Passes progressives', 'Efficacité but']",['Jeu de passe'],"['Double pivot', 'Récupération', 'Bloc bas']","['FIFA World Cup 2022', 'Copa America 2024']"
Toni Kroos,5574.0,Real Madrid,ES,CM,68,20-30M€,20,59,58,69,69,83,55,1.0,0.600701029,0,8,203.0,0.8571428571428571,4.0,3.0,83.0,86.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Pressing intense', 'Passes progressives', 'Passes clés']",['Finition'],"['Box-to-box', 'Pressing collectif', 'Transitions']",['La Liga 2020/21']
Jude Bellingham,30714.0,England,EN,CAM,67,20-20M€,89,66,62,66,78,88,72,1.0,0.97398095,1,4,209.0,0.8229665071770335,10.0,7.0,92.0,63.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Pressing intense', 'Passes progressives', 'Passes clés']","['Régularité', 'Expérience top niveau']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['UEFA Euro 2024']
Victor Okoh Boniface,32289.0,Bayer Leverkusen,DE,ST,67,20-20M€,15,55,77,56,72,66,53,4.0,3.773921478,1,1,63.0,0.7936507936507936,8.0,5.0,50.0,8.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,['Efficacité but'],['Jeu de passe'],"['Attaque directe', 'Pressing avant', 'Profondeur']",['Bundesliga 2023/24']
Virgil van Dijk,3669.0,Netherlands,NL,CB,67,20-20M€,88,63,57,79,71,59,73,0.0,1.00587136,0,0,297.0,0.9158249158249159,1.0,1.0,26.0,145.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']","['UEFA Euro 2024', 'FIFA World Cup 2022']"
Luis Jesús Rioja González,24049.0,Deportivo Alavés,EU,LM,67,20-20M€,34,49,90,54,66,46,42,1.0,0.9761923,0,1,10.0,0.8,5.0,3.0,11.0,1.0,"['4-4-2', '4-2-3-1']",4-4-2,['Finition'],"['Jeu de passe', 'Travail défensif']","['Ailier rentrant', 'Contre-attaque']",['La Liga 2020/21']
José María Giménez de Vargas,5259.0,Uruguay,EU,CB,67,20-20M€,19,63,53,73,42,65,68,0.0,1.196424693,1,1,226.0,0.8451327433628318,1.0,0.0,37.0,149.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Passes progressives'],"['Finition', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']","['FIFA World Cup 2022', 'Copa America 2024']"
Luis Fernando Díaz Marulanda,27158.0,Colombia,EU,ST,66,10-20M€,25,65,64,60,78,62,55,1.0,0.212538475,0,3,65.0,0.8615384615384616,13.0,7.0,42.0,17.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,['Passes clés'],['Jeu de passe'],"['Attaque directe', 'Pressing avant', 'Profondeur']",['Copa America 2024']
Mathew Leckie,5481.0,Australia,EU,RM,66,10-20M€,70,61,82,51,62,69,56,1.0,0.11353828,0,1,74.0,0.6486486486486487,11.0,1.0,56.0,17.0,"['4-4-2', '4-2-3-1']",4-4-2,['Finition'],['Jeu de passe'],"['Ailier rentrant', 'Contre-attaque']",['FIFA World Cup 2022']
Antoine Griezmann,5487.0,Barcelona,EU,ST,66,10-20M€,53,64,66,79,55,99,90,3.0,1.95947359,2,10,419.0,0.8735083532219571,5.0,1.0,137.0,109.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Pressing intense', 'Passes progressives', 'Efficacité but', 'Passes clés']",['Dribble'],"['Attaque directe', 'Pressing avant', 'Profondeur']",['La Liga 2020/21']
Ronald Federico Araújo da Silva,32480.0,Barcelona,EU,CB,66,10-20M€,10,60,46,76,71,65,64,0.0,0.6489523159999999,0,1,247.0,0.9149797570850202,1.0,1.0,37.0,130.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']",['Finition'],"['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['La Liga 2020/21']
Bradley Barcola,39420.0,Lyon,EU,ST,65,10-20M€,57,55,75,60,69,76,45,2.0,1.2989070109999998,0,2,29.0,0.896551724137931,8.0,4.0,68.0,8.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,['Précision passe'],['Jeu de passe'],"['Attaque directe', 'Pressing avant', 'Profondeur']",['Ligue 1 2022/23']
Aurélien Djani Tchouaméni,10481.0,France,FR,CDM,65,10-20M€,35,54,51,70,73,65,63,0.0,0.8901121759999999,0,3,193.0,0.8963730569948186,2.0,2.0,36.0,73.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Précision passe', 'Passes progressives', 'Passes clés', 'Dribble réussi']",['Finition'],"['Double pivot', 'Récupération', 'Bloc bas']","['UEFA Euro 2024', 'FIFA World Cup 2022']"
John Stones,3244.0,England,EN,CB,65,10-20M€,39,60,40,78,40,58,72,0.0,0.0,0,0,277.0,0.9350180505415162,0.0,0.0,24.0,136.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['UEFA Euro 2024']
Bradley Barcola,39420.0,France,FR,LW,65,10-20M€,42,55,75,60,69,76,41,2.0,1.2989070109999998,0,2,29.0,0.896551724137931,8.0,4.0,68.0,8.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Précision passe'],['Jeu de passe'],"['Haute pression', 'Ailier haut', 'Contre-pressing']",['UEFA Euro 2024']
Darwin Gabriel Núñez Ribeiro,32478.0,Uruguay,EU,ST,65,10-20M€,68,71,55,55,83,77,59,1.0,1.226483303,1,3,74.0,0.7432432432432432,16.0,8.0,71.0,21.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Dribble efficace', 'Passes progressives', 'Passes clés']","['Jeu de passe', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']","['FIFA World Cup 2022', 'Copa America 2024']"
Jonas Hofmann,8804.0,Bayer Leverkusen,DE,CAM,65,10-20M€,72,60,62,70,69,99,77,0.0,2.0262028195,1,19,264.0,0.8295454545454546,4.0,3.0,122.0,90.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Pressing intense', 'Passes progressives', 'Passes clés']","['Régularité', 'Expérience top niveau']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['Bundesliga 2023/24']
Lautaro Javier Martínez,11456.0,Argentina,AR,ST,65,10-20M€,73,63,71,55,68,62,56,4.0,3.642292993,0,0,64.0,0.75,12.0,3.0,43.0,13.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,['Efficacité but'],['Jeu de passe'],"['Attaque directe', 'Pressing avant', 'Profondeur']","['FIFA World Cup 2022', 'Copa America 2024']"
Philippe Coutinho Correia,3501.0,Barcelona,EU,CAM,65,10-20M€,60,68,52,69,81,59,71,0.0,0.8642091115,2,0,226.0,0.8761061946902655,11.0,8.0,36.0,62.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Dribble efficace', 'Passes progressives', 'Dribble réussi']","['Travail défensif', 'Finition']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['La Liga 2020/21']
Marc Cucurella Saseta,17620.0,Spain,ES,LB,64,8-10M€,83,49,40,67,43,72,59,0.0,0.0,1,0,156.0,0.9166666666666666,2.0,0.0,47.0,39.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Précision passe', 'Passes progressives']","['Finition', 'Dribble']","['Piston offensif', 'Débordement', 'Centres']",['UEFA Euro 2024']
Hugo Ekitike,50429.0,Paris Saint-Germain,FR,ST,64,8-10M€,34,60,61,57,78,95,61,2.0,1.3936624659999999,1,4,121.0,0.7520661157024794,10.0,7.0,106.0,19.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Pressing intense', 'Passes clés']",['Jeu de passe'],"['Attaque directe', 'Pressing avant', 'Profondeur']",['Ligue 1 2022/23']
Patrik Schick,7044.0,Bayer Leverkusen,DE,ST,64,8-10M€,63,52,71,58,70,78,61,4.0,2.261817828,0,0,80.0,0.8125,6.0,4.0,73.0,15.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,['Efficacité but'],['Jeu de passe'],"['Attaque directe', 'Pressing avant', 'Profondeur']",['Bundesliga 2023/24']
Carlos Henrique Casimiro,5539.0,Real Madrid,ES,CDM,64,8-10M€,12,50,44,66,71,78,53,0.0,0.0987299627,0,2,154.0,0.8571428571428571,1.0,1.0,59.0,61.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Passes progressives'],['Finition'],"['Double pivot', 'Récupération', 'Bloc bas']",['La Liga 2020/21']
Mathías Olivera Miramontes,7104.0,Uruguay,EU,LB,64,8-10M€,76,50,42,64,42,75,57,0.0,0.205442894,0,2,131.0,0.8473282442748091,1.0,0.0,54.0,56.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Finition', 'Dribble']","['Piston offensif', 'Débordement', 'Centres']","['FIFA World Cup 2022', 'Copa America 2024']"
Amine Adli,33401.0,Bayer Leverkusen,DE,CAM,64,8-10M€,18,59,63,65,69,95,72,1.0,1.745561364,1,7,191.0,0.8429319371727748,8.0,4.0,105.0,36.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Pressing intense', 'Passes progressives', 'Passes clés']","['Régularité', 'Expérience top niveau']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['Bundesliga 2023/24']
Richard Rios Montoya,49395.0,Colombia,EU,CM,63,6-10M€,15,58,57,61,73,70,56,1.0,0.14170174160000001,0,3,97.0,0.8350515463917526,7.0,5.0,57.0,38.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Passes progressives', 'Passes clés']","['Jeu de passe', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['Copa America 2024']
Bernardo Mota Veiga de Carvalho e Silva,3193.0,Portugal,PT,CDM,63,6-10M€,16,52,59,69,58,64,63,1.0,0.991443224,0,4,183.0,0.9016393442622951,2.0,1.0,34.0,59.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Précision passe', 'Passes progressives', 'Passes clés']","['Finition', 'Dribble']","['Double pivot', 'Récupération', 'Bloc bas']","['UEFA Euro 2024', 'FIFA World Cup 2022']"
Daniel Olmo Carvajal,16532.0,Spain,ES,CAM,63,6-10M€,36,61,61,60,72,63,58,2.0,0.5570855730000001,1,5,118.0,0.7966101694915254,9.0,5.0,45.0,35.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Passes progressives', 'Passes clés']",['Jeu de passe'],"['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['UEFA Euro 2024']
Nathan Aké,3306.0,Netherlands,NL,LB,63,6-10M€,78,52,40,69,71,64,65,0.0,0.0,0,0,214.0,0.8691588785046729,1.0,1.0,35.0,73.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Passes progressives'],['Finition'],"['Piston offensif', 'Débordement', 'Centres']","['UEFA Euro 2024', 'FIFA World Cup 2022']"
Bukayo Saka,22084.0,England,EN,RWB,63,6-10M€,87,59,62,61,76,68,62,2.0,1.274456747,0,7,143.0,0.7972027972027972,8.0,6.0,43.0,36.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Passes progressives', 'Passes clés', 'Dribble réussi']",['Jeu de passe'],"['Piston droit', '3 derrière', 'Transitions']",['UEFA Euro 2024']
Antoine Griezmann,5487.0,France,FR,CAM,63,6-10M€,43,64,66,79,55,99,49,3.0,1.95947359,2,10,419.0,0.8735083532219571,5.0,1.0,137.0,109.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Pressing intense', 'Passes progressives', 'Efficacité but', 'Passes clés']",['Dribble'],"['Jeu de possession', 'Milieu créatif', 'Entre les lignes']","['UEFA Euro 2024', 'FIFA World Cup 2022']"
Nahitan Michel Nández Acosta,5247.0,Uruguay,EU,RB,63,6-10M€,55,56,40,56,69,75,55,0.0,0.0,0,4,115.0,0.6782608695652174,4.0,3.0,54.0,64.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Passes progressives', 'Passes clés']","['Jeu de passe', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['Copa America 2024']
Renato Júnior Luz Sanches,3593.0,Paris Saint-Germain,FR,CM,63,6-10M€,13,61,44,68,70,63,64,0.0,0.133169645,0,1,171.0,0.8830409356725146,6.0,4.0,44.0,73.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Précision passe', 'Passes progressives']",['Finition'],"['Box-to-box', 'Pressing collectif', 'Transitions']",['Ligue 1 2022/23']
Hugo Ekitike,50429.0,Eintracht Frankfurt,DE,ST,63,6-10M€,63,60,61,57,78,95,43,2.0,1.3936624659999999,1,4,121.0,0.7520661157024794,10.0,7.0,106.0,19.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Pressing intense', 'Passes clés']",['Jeu de passe'],"['Attaque directe', 'Pressing avant', 'Profondeur']",['Bundesliga 2023/24']
Julián Álvarez,29560.0,Argentina,AR,ST,63,6-10M€,93,51,78,58,55,99,62,3.0,1.9426348674,0,3,96.0,0.78125,5.0,1.0,131.0,20.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Pressing intense', 'Passes progressives', 'Efficacité but', 'Passes clés']","['Jeu de passe', 'Dribble']","['Attaque directe', 'Pressing avant', 'Profondeur']","['FIFA World Cup 2022', 'Copa America 2024']"
Carlos Henrique Casimiro,5539.0,Brazil,BR,CDM,63,6-10M€,88,50,44,66,71,78,47,0.0,0.0987299627,0,2,154.0,0.8571428571428571,1.0,1.0,59.0,61.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Passes progressives'],['Finition'],"['Double pivot', 'Récupération', 'Bloc bas']",['FIFA World Cup 2022']
Jules Koundé,4445.0,France,FR,RB,63,6-10M€,11,54,88,64,65,68,63,1.0,0.7835,0,1,195.0,0.7897435897435897,3.0,2.0,42.0,64.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Finition', 'Passes progressives']",['Jeu de passe'],"['Piston offensif', 'Débordement', 'Centres']","['UEFA Euro 2024', 'FIFA World Cup 2022']"
Gabriel Teodoro Martinelli Silva,29976.0,Brazil,BR,LW,62,4-9M€,47,44,88,40,58,42,40,1.0,0.7835,0,0,6.0,0.5,2.0,1.0,3.0,2.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Finition'],"['Jeu de passe', 'Travail défensif', 'Dribble']","['Haute pression', 'Ailier haut', 'Contre-pressing']","['FIFA World Cup 2022', 'Copa America 2024']"
Breel-Donald Embolo,5545.0,Switzerland,CH,ST,62,4-9M€,53,42,71,61,71,59,50,2.0,2.6441879889999997,0,0,33.0,0.9090909090909091,1.0,1.0,36.0,5.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif']","['Attaque directe', 'Pressing avant', 'Profondeur']","['UEFA Euro 2024', 'FIFA World Cup 2022']"
Sebastián Enzo Cáceres Ramos,35690.0,Uruguay,EU,CB,62,4-9M€,56,49,41,63,40,74,53,0.0,0.15585491,0,1,112.0,0.8303571428571429,0.0,0.0,51.0,66.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Finition', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Copa America 2024']
Phil Foden,4354.0,England,EN,CAM,62,4-9M€,88,65,51,66,75,83,67,0.0,0.638557409,0,1,170.0,0.8647058823529412,11.0,6.0,82.0,43.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Pressing intense', 'Passes progressives']",['Finition'],"['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['UEFA Euro 2024']
Stefan de Vrij,7787.0,Netherlands,NL,CB,62,4-9M€,22,57,82,73,42,58,63,1.0,0.061265625,0,0,202.0,0.9108910891089109,1.0,0.0,25.0,108.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Finition', 'Précision passe', 'Passes progressives']","['Travail défensif', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['UEFA Euro 2024']
Vinícius José Paixão de Oliveira Júnior,18395.0,Real Madrid,ES,LW,62,4-9M€,38,67,49,56,83,72,54,0.0,0.516095632,1,6,98.0,0.7551020408163265,14.0,9.0,61.0,18.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Dribble efficace', 'Passes clés']","['Jeu de passe', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['La Liga 2020/21']
El Chadaille Bitshiabu,132019.0,Paris Saint-Germain,FR,CB,62,4-9M€,14,53,40,72,40,61,62,0.0,0.0,0,1,188.0,0.925531914893617,0.0,0.0,29.0,88.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Finition', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Ligue 1 2022/23']
Moisés Isaac Caicedo Corozo,37726.0,Ecuador,EU,CAM,62,4-9M€,17,48,87,59,43,54,53,1.0,0.5894187,0,3,98.0,0.7857142857142857,2.0,0.0,27.0,33.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Finition', 'Passes progressives', 'Passes clés']","['Jeu de passe', 'Travail défensif', 'Dribble']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']","['FIFA World Cup 2022', 'Copa America 2024']"
Gonzalo Ariel Montiel,28263.0,Argentina,AR,RB,61,3-8M€,70,54,89,65,45,62,61,3.0,2.3711043629999997,0,5,179.0,0.8268156424581006,3.0,0.0,31.0,59.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Finition', 'Passes progressives', 'Efficacité but', 'Passes clés']",['Dribble'],"['Piston offensif', 'Débordement', 'Centres']","['FIFA World Cup 2022', 'Copa America 2024']"
Aymeric Laporte,4353.0,Spain,ES,CB,61,3-8M€,38,59,47,76,71,52,67,0.0,0.118789071,0,0,240.0,0.9291666666666667,1.0,1.0,14.0,117.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['UEFA Euro 2024']
Rodrigo Hernández Cascante,6765.0,Spain,ES,CDM,61,3-8M€,41,55,40,70,45,72,60,0.0,0.0,0,3,161.0,0.9440993788819876,3.0,0.0,47.0,65.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Précision passe', 'Passes progressives', 'Passes clés']","['Finition', 'Dribble']","['Double pivot', 'Récupération', 'Bloc bas']",['UEFA Euro 2024']
Cody Mathès Gakpo,20750.0,Netherlands,NL,LW,61,3-8M€,75,63,60,53,69,74,60,1.0,0.27689075,0,5,102.0,0.6470588235294118,10.0,4.0,65.0,41.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Passes progressives', 'Passes clés']",['Jeu de passe'],"['Haute pression', 'Ailier haut', 'Contre-pressing']","['UEFA Euro 2024', 'FIFA World Cup 2022']"
Marc Guehi,34526.0,England,EN,CB,61,3-8M€,67,52,41,71,42,61,60,0.0,0.138881305,0,0,171.0,0.935672514619883,1.0,0.0,28.0,73.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Finition', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['UEFA Euro 2024']
Vinícius José Paixão de Oliveira Júnior,18395.0,Brazil,BR,LW,61,3-8M€,66,67,49,56,83,72,44,0.0,0.516095632,1,6,98.0,0.7551020408163265,14.0,9.0,61.0,18.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Dribble efficace', 'Passes clés']","['Jeu de passe', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['FIFA World Cup 2022']
Carlos Eccehomo Cuesta Figueroa,28567.0,Colombia,EU,CB,61,3-8M€,18,50,47,69,40,65,55,0.0,0.320038437,0,0,127.0,0.9291338582677166,0.0,0.0,36.0,70.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Finition', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Copa America 2024']
Lisandro Martínez,27768.0,Argentina,AR,CB,61,3-8M€,93,54,55,71,40,59,64,1.0,0.527906313,0,0,201.0,0.8905472636815921,0.0,0.0,27.0,98.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']","['FIFA World Cup 2022', 'Copa America 2024']"
Ronald Federico Araújo da Silva,32480.0,Uruguay,EU,CB,61,3-8M€,14,60,46,76,71,65,45,0.0,0.6489523159999999,0,1,247.0,0.9149797570850202,1.0,1.0,37.0,130.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']",['Finition'],"['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Copa America 2024']
Sergi Roberto Carnicer,6379.0,Barcelona,EU,RB,61,3-8M€,11,49,63,72,42,55,69,1.0,0.211072,0,8,252.0,0.9246031746031746,1.0,0.0,19.0,54.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Précision passe', 'Passes progressives', 'Passes clés']","['Travail défensif', 'Dribble']","['Piston offensif', 'Débordement', 'Centres']",['La Liga 2020/21']
Ricard Puig Martí,24841.0,Barcelona,EU,CM,61,3-8M€,93,55,40,66,75,60,56,0.0,0.0,0,1,120.0,0.925,6.0,5.0,39.0,31.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Précision passe', 'Passes progressives', 'Dribble réussi']",['Finition'],"['Box-to-box', 'Pressing collectif', 'Transitions']",['La Liga 2020/21']
Johann Lepenant,45975.0,Lyon,EU,CDM,61,3-8M€,22,42,40,63,71,74,45,0.0,0.0,0,0,27.0,0.9629629629629629,1.0,1.0,51.0,6.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Précision passe'],"['Jeu de passe', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['Ligue 1 2022/23']
Moriba Kourouma Kourouma,39073.0,Barcelona,EU,CM,60,2-7M€,67,52,53,64,72,58,52,1.0,0.428374893,0,3,84.0,0.9166666666666666,5.0,4.0,34.0,26.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Précision passe', 'Passes progressives', 'Passes clés', 'Dribble réussi']","['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['La Liga 2020/21']
